# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/annot.gtf" "-o" "counts/counts.txt" "-p" "-B" "-C" "-s" "2" "-T" "4" "alignment/WT_1A.sorted.bam" "alignment/WT_1B.sorted.bam" "alignment/WT_1C.sorted.bam" "alignment/WT_2A.sorted.bam" "alignment/WT_2B.sorted.bam" "alignment/WT_2C.sorted.bam" "alignment/WT_3A.sorted.bam" "alignment/WT_3B.sorted.bam" "alignment/WT_3C.sorted.bam" "alignment/WT_4A.sorted.bam" "alignment/WT_4B.sorted.bam" "alignment/WT_4C.sorted.bam" "alignment/rrp6_1A.sorted.bam" "alignment/rrp6_1B.sorted.bam" "alignment/rrp6_1C.sorted.bam" "alignment/rrp6_2A.sorted.bam" "alignment/rrp6_2B.sorted.bam" "alignment/rrp6_2C.sorted.bam" "alignment/rrp6_3A.sorted.bam" "alignment/rrp6_3B.sorted.bam" "alignment/rrp6_3C.sorted.bam" "alignment/rrp6_4A.sorted.bam" "alignment/rrp6_4B.sorted.bam" "alignment/rrp6_4C.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment/WT_1A.sorted.bam	alignment/WT_1B.sorted.bam	alignment/WT_1C.sorted.bam	alignment/WT_2A.sorted.bam	alignment/WT_2B.sorted.bam	alignment/WT_2C.sorted.bam	alignment/WT_3A.sorted.bam	alignment/WT_3B.sorted.bam	alignment/WT_3C.sorted.bam	alignment/WT_4A.sorted.bam	alignment/WT_4B.sorted.bam	alignment/WT_4C.sorted.bam	alignment/rrp6_1A.sorted.bam	alignment/rrp6_1B.sorted.bam	alignment/rrp6_1C.sorted.bam	alignment/rrp6_2A.sorted.bam	alignment/rrp6_2B.sorted.bam	alignment/rrp6_2C.sorted.bam	alignment/rrp6_3A.sorted.bam	alignment/rrp6_3B.sorted.bam	alignment/rrp6_3C.sorted.bam	alignment/rrp6_4A.sorted.bam	alignment/rrp6_4B.sorted.bam	alignment/rrp6_4C.sorted.bam
YFR032C-A	VI	223258	223437	-	180	8929	9681	9735	6654	7410	7414	8901	9095	9204	6690	7113	7184	6113	6582	6554	6885	7183	7447	8600	9273	9273	7142	7700	7995
YFR056C	VI	263957	264325	-	369	0	0	0	0	0	0	0	2	1	3	0	0	1	1	0	0	2	0	1	2	0	0	0	5
RUF20	VI	131061	131503	-	443	90	97	113	78	98	99	120	134	96	97	81	123	481	479	527	405	432	467	472	514	523	499	499	512
YFL044C	VI	44655	45560	-	906	846	868	906	888	1011	1038	1163	1161	1194	1408	1527	1517	576	580	656	770	812	800	768	835	856	876	946	870
YFR011C	VI	166746	167258	-	513	129	110	129	154	147	171	125	189	140	175	165	164	58	90	106	77	98	84	77	109	131	90	104	112
YFR022W	VI	196833	199034	+	2202	474	586	571	542	580	567	485	551	560	591	754	741	732	870	789	942	975	995	767	791	775	811	877	949
YFR047C	VI	244279	245166	-	888	654	804	852	904	909	903	1119	1115	1104	1390	1567	1701	328	336	354	477	611	543	515	549	616	657	653	624
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	0	4	0	0	0	2	2	2	2	0	0	0	0	3	4	5	4	3	0	1	6	0	3	1
YFL051C	VI	30058	30540	-	483	9	15	22	2	11	10	11	14	11	13	17	24	32	52	64	20	22	27	14	6	24	21	25	31
YFL054C	VI	20847	22787	-	1941	144	129	143	365	350	382	375	377	356	469	581	594	199	202	204	428	416	531	522	571	572	654	744	747
YFR036W-A	VI	227451	228101	+	651	5	8	4	6	9	10	3	5	10	6	11	9	4	3	4	4	10	8	5	5	5	4	3	11
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	2324	2527	2474	2967	3062	3157	3113	3424	3320	4844	5144	5138	1589	1642	1747	2430	2425	2584	2009	2068	2269	2407	2557	2554
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	271	351	379	434	470	493	529	512	562	562	650	576	251	290	250	317	380	368	397	419	403	469	449	438
YFR002W	VI	150016	152535	+	2520	3013	3105	3370	2654	3008	2927	2736	3043	3023	3197	3622	3521	2816	2970	3008	2688	2905	3009	2727	2981	2972	3305	3489	3425
YFL012W	VI	110647	111093	+	447	18	15	8	11	2	18	9	16	12	4	23	16	18	20	15	9	16	11	9	17	11	18	5	7
YFL033C	VI	69115	74427	-	5313	1210	1291	1308	1348	1456	1459	965	1070	1078	1320	1396	1437	950	1012	1009	1005	1126	1061	828	862	904	1111	1100	1362
YFL021W	VI	95966	97498	+	1533	236	273	272	290	307	282	207	235	245	266	263	280	210	207	269	355	386	380	279	272	300	376	485	367
YFL008W	VI	119429	123106	+	3678	1489	1606	1620	1608	1803	1945	1510	1638	1602	1927	1991	1952	1163	1175	1305	1285	1446	1419	956	969	1026	1227	1325	1364
YFL019C	VI	100252	100605	-	354	5	4	4	6	7	6	9	6	3	10	2	7	1	6	4	6	4	12	2	2	3	6	8	18
YFR005C	VI	154527	155873	-	1347	1294	1410	1416	1021	1073	1151	1108	1129	1273	1298	1383	1341	962	1000	978	945	928	959	981	975	1057	963	1071	1049
YFL022C	VI	93499	95010	-	1512	6929	7769	7896	7035	7589	7638	6006	6336	6696	7083	7601	7845	6597	7052	7055	6951	7535	7922	5943	6219	6430	8030	8274	8648
YFL028C	VI	79344	80213	-	870	1147	1132	1318	1055	1158	1117	1215	1318	1333	1569	1690	1619	944	1068	1070	1003	1021	1039	1079	1195	1182	1184	1226	1402
YFL052W	VI	28232	29629	+	1398	166	178	133	334	365	401	465	448	521	571	617	596	140	210	178	478	516	480	582	634	703	788	874	867
YFR008W	VI	160535	161200	+	666	176	239	191	195	262	271	324	328	303	294	368	386	130	142	179	195	256	212	217	277	279	242	279	277
YFL002C	VI	145114	146934	-	1821	1732	1918	1890	1384	1512	1448	1376	1477	1470	1682	1819	1877	1586	1757	1857	1354	1348	1554	1362	1388	1539	1520	1637	1646
YFL055W	VI	17004	18680	+	1677	80	94	108	160	130	170	125	142	128	164	170	170	263	228	243	317	315	362	367	446	422	401	452	426
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	750	927	875	698	741	794	770	761	829	729	781	764	606	717	680	571	635	832	609	701	722	729	815	753
YFR023W	VI	199874	201709	+	1836	14	26	12	23	36	30	30	42	32	40	28	32	37	29	32	30	45	28	52	46	36	55	51	52
YFR001W	VI	149110	149724	+	615	1301	1397	1386	894	1148	980	1184	1250	1287	1324	1324	1471	1567	1686	1688	1011	1022	1193	1028	1223	1213	1183	1302	1362
YFL023W	VI	90986	93376	+	2391	480	497	506	478	541	508	357	413	342	483	557	515	494	599	601	461	483	412	301	334	294	382	413	458
YFL020C	VI	99231	99599	-	369	122	111	139	124	127	124	221	191	210	807	831	796	8	8	16	22	8	20	14	10	16	19	28	12
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0
YFL067W	VI	836	1363	+	528	2	1	0	0	2	2	2	0	0	0	0	0	0	1	0	2	6	1	0	2	0	2	0	4
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	17416	18314	18744	19604	21314	21314	17531	18904	19208	18042	19633	19384	13899	14479	15155	15853	16904	17246	15655	16430	16830	17916	19231	19089
YFL010C	VI	115108	115743	-	636	1188	1277	1301	1327	1513	1586	1357	1330	1400	1829	1809	1957	1142	1130	1177	1301	1325	1466	1229	1238	1301	1504	1536	1766
tN(GUU)F	VI	137486	137559	-	74	2	4	4	1	2	2	3	0	0	1	3	0	3	4	2	0	1	3	3	1	1	4	4	1
YFL053W	VI	23423	25198	+	1776	4	6	6	12	12	18	6	11	5	10	15	12	11	7	11	11	16	22	20	17	14	2	9	22
YFR030W	VI	213312	216419	+	3108	1611	1852	1906	1710	1830	1930	1366	1445	1480	1612	1726	1757	2043	2020	2286	2278	2463	2525	1976	2134	2276	2914	3011	3070
YFR003C	VI	152657	153124	-	468	425	505	521	627	740	672	924	851	963	888	936	1000	462	502	507	678	741	850	776	873	853	855	990	880
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	38217	41511	42524	45552	48835	49639	41397	43972	44839	46424	49446	50847	29922	32938	33195	38186	41420	42254	35387	37525	38230	43157	46797	46811
YFL029C	VI	78055	79161	-	1107	317	332	330	379	419	438	434	533	520	542	545	637	268	312	339	370	435	443	421	445	491	495	453	489
YFL030W	VI	76831	77988	+	1158	72	80	86	112	118	135	110	148	143	152	179	184	71	93	90	125	165	155	193	215	179	156	172	155
YFL058W	VI	12929	13951	+	1023	4	2	10	2	12	6	0	8	5	5	11	8	14	2	19	3	16	14	11	13	16	7	13	8
YFL016C	VI	104701	106236	-	1536	489	579	540	806	951	898	880	946	1031	880	997	965	392	377	433	739	717	747	620	557	681	659	761	796
YFR040W	VI	234242	237250	+	3009	3842	4175	4246	3322	3775	3643	3395	3497	3579	4391	4728	4632	2886	3125	3171	3199	3326	3460	3075	3240	3184	3665	3981	3957
YFL041W	VI	49139	51007	+	1869	2018	2231	2299	1995	2252	2212	2069	2189	2268	3050	3155	3265	1478	1404	1594	1296	1405	1541	1369	1278	1386	1392	1553	1574
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	6	2	3	3	3	6	2	6	10	4	1	4	21	19	24	6	9	13	17	11	21	10	4	4
tG(GCC)F1	VI	162228	162298	+	71	0	0	0	0	0	1	0	0	0	0	0	0	3	3	1	0	0	1	2	0	2	0	2	0
YFL036W	VI	58782	62837	+	4056	4815	5110	5232	4606	4756	5192	3986	4191	4203	5048	5258	5406	3865	4133	4182	4153	4160	4398	3788	4050	4116	4721	4833	4797
YFR053C	VI	253592	255049	-	1458	1249	1443	1287	8050	8738	8945	10837	11622	11919	14646	15724	16095	1861	2089	1924	13915	14818	15163	18793	19647	20260	21227	22435	22370
YFL048C	VI	38843	40180	-	1338	3072	3426	3489	2951	3173	3227	3288	3627	3645	3588	3987	3921	2657	2748	2781	2881	2970	3130	3242	3370	3452	3365	3617	3801
YFL015W-A	VI	106415	106732	+	318	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	1	5	0	0	0
YFR057W	VI	269061	269516	+	456	0	2	0	2	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	3	0
YFR046C	VI	243074	244159	-	1086	338	393	411	373	392	431	409	481	452	462	538	603	302	296	307	372	336	341	247	346	331	275	387	403
YFL037W	VI	56336	57709	+	1374	6390	7044	7044	8560	9171	9303	6794	7149	7008	8759	8977	9150	4677	5199	5166	6583	7401	7267	5032	5209	5124	7002	7673	7496
YFL061W	VI	9545	10222	+	678	2	3	0	0	0	0	0	0	2	10	2	0	2	1	5	2	7	5	6	4	6	2	3	4
YFL017C	VI	103983	104462	-	480	304	326	275	377	378	431	445	484	423	421	475	463	245	225	180	259	341	333	265	258	242	305	291	332
YFR012W	VI	167888	168496	+	609	4	8	7	8	6	9	7	5	16	12	11	8	8	6	10	12	10	14	5	8	24	10	13	17
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	1772	1987	2090	1500	1608	1520	1494	1672	1590	1715	1728	1725	1076	1262	1313	1279	1447	1478	1130	1114	1226	1173	1168	1267
YFR010W	VI	165067	166566	+	1500	2765	3017	3109	3395	3736	3580	3664	4102	4048	4707	5010	5253	2651	2825	2958	3639	3818	3934	3680	3931	3883	4000	4383	4352
YFL040W	VI	51350	52972	+	1623	11	12	16	4	8	14	6	15	10	6	21	4	12	21	8	8	2	8	7	11	7	8	14	2
YFR020W	VI	192737	193435	+	699	349	460	404	425	431	411	429	504	495	446	449	488	427	407	427	493	492	505	585	624	652	517	628	552
YFR038W	VI	229380	231941	+	2562	1315	1316	1357	1226	1266	1207	1092	1186	1177	1260	1507	1344	1072	1164	1239	1005	1179	1205	974	1031	1114	1180	1286	1207
YFR012W-A	VI	169224	169310	+	87	8	7	13	6	7	2	3	8	10	1	6	4	7	9	4	13	15	12	1	6	5	13	4	17
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	24044	26584	27041	21292	22718	23515	28523	30294	31090	32137	34643	34671	19445	21475	21904	22979	24526	25340	26311	28240	28998	27044	29059	30286
YFL017W-A	VI	103699	103932	+	234	91	101	126	129	121	127	95	133	166	130	124	128	76	103	95	78	95	96	76	94	103	84	131	157
YFL005W	VI	130334	130981	+	648	2985	3297	3401	3134	3268	3343	3624	3728	3675	4018	4444	4571	2414	2595	2534	3038	2916	3045	3139	3336	3209	3335	3605	3723
YFR019W	VI	184502	191338	+	6837	1032	1148	1187	1753	1950	1978	1161	1220	1150	2057	2028	2023	914	943	1008	1519	1420	1594	789	870	948	1410	1416	1476
YFL042C	VI	45720	47744	-	2025	642	748	760	1035	1092	1057	938	908	1034	1402	1420	1502	437	457	465	830	878	817	661	640	704	837	1000	966
YFR042W	VI	238458	239060	+	603	372	390	394	411	382	400	475	490	509	507	535	566	305	357	346	385	349	448	366	432	426	410	478	480
YFR050C	VI	249066	249866	-	801	2671	2894	2888	3340	3511	3736	3649	3832	3874	4446	4600	4583	2647	2806	2776	3478	3924	3875	3690	3871	4036	4127	4256	4432
YFR007W	VI	159299	160360	+	1062	367	405	409	389	355	409	494	476	532	544	633	553	85	78	126	151	167	160	159	170	168	235	180	216
YFL065C	VI	3030	3338	-	309	1	3	6	13	5	13	0	15	8	5	10	4	6	0	7	6	8	9	2	3	1	4	5	4
YFL038C	VI	55366	55986	-	621	4996	5520	5681	5762	6099	6246	5817	6128	6176	7073	7444	7460	3809	3964	4237	4832	5107	5237	4436	4954	5051	5346	5641	5842
YFR015C	VI	174265	176391	-	2127	1098	1140	1194	4385	4820	5050	4132	4326	4400	6089	6499	6553	757	1051	1039	5380	5893	6048	5202	5713	5904	8390	8777	9054
tG(GCC)F2	VI	180974	181044	-	71	7	6	6	7	8	3	13	6	7	0	1	2	3	9	10	5	8	13	10	5	11	6	10	9
YFR009W-A	VI	163875	164132	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL060C	VI	10301	10969	-	669	37	41	44	29	56	26	41	36	42	51	89	57	8	16	29	22	37	22	23	20	33	22	25	31
YFR043C	VI	239114	239827	-	714	269	269	261	334	308	314	377	309	371	395	416	412	209	245	235	343	369	349	316	375	338	377	381	488
YFL049W	VI	36803	38674	+	1872	609	766	747	722	731	774	755	847	855	961	1065	1036	527	584	606	667	657	723	652	731	738	849	823	828
YFR052C-A	VI	253429	253734	-	306	7	11	8	39	49	49	64	62	54	86	82	107	6	15	10	80	90	81	126	98	115	103	108	111
RUF21	VI	57815	58521	-	707	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	0	0	0	1	5	0	0	0
YFR028C	VI	208413	210068	-	1656	1421	1609	1600	1241	1370	1342	1088	1239	1352	1481	1618	1630	1289	1456	1446	1078	1319	1345	968	1014	1107	1386	1392	1375
YFR010W-A	VI	166728	166916	+	189	2	1	2	2	0	0	0	2	5	0	0	0	15	19	24	8	11	9	12	14	21	12	23	21
YFR051C	VI	250163	251803	-	1641	1694	1953	2002	2186	2480	2520	1697	1785	1861	2095	2304	2336	1365	1440	1439	1541	1835	1655	1355	1432	1436	1655	1786	1869
YFR016C	VI	177042	180743	-	3702	755	744	893	1183	1256	1351	852	923	956	1086	1263	1260	720	840	736	1044	1034	1137	625	610	650	1031	994	1136
YFR032C	VI	222090	222959	-	870	58	88	69	19	14	14	22	34	42	8	16	18	58	57	60	21	21	31	18	11	32	32	25	26
YFL001W	VI	147131	148459	+	1329	1217	1333	1380	825	973	963	909	956	1027	1209	1268	1285	1031	1226	1248	811	975	950	931	998	980	1037	1106	1129
YFR037C	VI	227513	229186	-	1674	1978	2165	2216	2258	2445	2599	2091	2199	2321	2809	3038	2924	1777	1797	1838	1963	2275	2169	1410	1595	1626	2194	2222	2383
YFL013W-A	VI	107799	108602	+	804	2	0	2	0	3	2	0	2	0	2	0	0	0	3	0	3	1	0	1	3	2	2	0	0
YFL063W	VI	5066	5521	+	456	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YFR025C	VI	203743	204750	-	1008	883	1045	1063	870	1103	1057	997	1105	1044	1257	1251	1242	519	574	582	680	772	777	685	731	761	817	874	823
YFL025C	VI	84145	87234	-	3090	1282	1472	1499	1224	1246	1330	1269	1420	1323	1377	1588	1503	1261	1404	1507	1088	1183	1160	1275	1289	1414	1344	1331	1403
YFR054C	VI	258855	259433	-	579	21	27	44	29	41	25	19	40	35	48	39	28	22	23	26	39	46	22	31	32	31	48	56	54
YFR033C	VI	224326	224769	-	444	454	462	487	677	716	743	690	663	743	684	787	777	641	544	658	1028	1188	1199	1056	1225	1145	1207	1336	1352
YFR031C	VI	216594	220106	-	3513	901	995	1044	1114	1114	1141	984	1065	1104	1242	1405	1438	774	883	884	970	1143	1113	663	760	745	987	1052	1135
YFL021C-A	VI	95761	96615	-	855	1	13	10	6	6	0	4	14	12	8	18	5	3	8	5	7	9	5	5	10	15	7	8	12
YFL010W-A	VI	114990	115274	+	285	0	2	0	2	2	4	5	3	1	4	1	2	1	4	3	10	18	8	11	14	7	8	13	4
YFR039C	VI	232012	233544	-	1533	526	598	644	672	758	743	715	732	775	845	880	917	464	562	475	641	656	654	518	553	540	602	733	658
YFL027C	VI	80419	81912	-	1494	700	819	832	654	649	598	626	671	785	722	889	741	689	705	701	587	586	648	591	737	613	661	733	682
YFL007W	VI	123479	129910	+	6432	4555	5156	5130	5421	5885	6154	3498	3825	3820	4777	5020	4989	5054	5495	5691	5445	5829	5777	3592	3695	3852	5307	5672	5582
YFL004W	VI	131810	134296	+	2487	4039	4186	4159	4436	4827	4954	4340	4414	4479	4774	4905	5197	4398	4543	4606	4532	4640	5101	3884	4313	4465	5050	5258	5414
YFR048W	VI	246146	248134	+	1989	898	1083	1026	939	890	1043	863	1068	989	950	1050	957	916	1006	1036	816	833	1093	924	942	967	943	1037	1065
YFR035C	VI	226121	226465	-	345	0	1	4	0	4	3	0	5	0	0	0	6	8	21	22	5	19	5	6	11	11	11	16	21
tY(GUA)F1	VI;VI	167437;167490	167475;167525	+;+	75	4	6	2	2	1	6	0	0	0	0	0	0	2	4	5	6	3	7	6	6	8	2	4	0
YFL009W	VI	116145	118484	+	2340	911	994	993	1041	1082	1084	913	948	957	1045	1235	1226	820	978	936	886	960	1010	820	889	955	925	1005	1076
YFR004W	VI	153393	154313	+	921	2125	2123	2303	2687	2785	2899	2809	2882	2888	3343	3547	3668	1960	1975	2042	2487	2727	2798	2300	2665	2563	2820	3174	3245
YFL002W-B	VI	138204	139520	+	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL002W-A	VI	138204	143517	+	5314	13	10	19	24	28	12	12	9	8	29	22	16	17	18	5	20	26	18	11	17	14	24	19	27
YAL037W	I	74020	74823	+	804	65	57	104	71	122	97	108	113	108	110	100	107	87	75	110	153	144	170	141	138	180	150	156	111
YAL016W	I	124879	126786	+	1908	4680	5008	4911	4651	5116	5131	5350	5670	5767	6104	6732	6929	3808	4096	4299	4963	5280	5380	5334	5654	5770	5728	6370	6163
YAL003W	I;I	142174;142620	142253;143160	+;+	621	30702	33285	33870	30611	32951	33041	27209	29260	29601	24474	26372	26137	22498	24635	25092	24446	26854	27256	24453	25887	26373	24582	26123	26934
YAL053W	I	45899	48250	+	2352	4627	5089	5009	4822	5575	5625	5354	5711	5791	6901	7185	7233	3595	3712	3660	4495	4856	4666	4573	5022	4964	5493	5805	6078
YAL031W-A	I	84669	84977	+	309	1	1	3	0	4	3	3	4	0	4	1	1	10	7	5	8	5	12	7	9	10	7	6	6
YAL019W	I	114919	118314	+	3396	3944	4133	4224	3603	3960	3954	2342	2495	2556	3273	3379	3469	3412	3828	4066	3287	3433	3716	2151	2316	2386	3252	3325	3598
YAL024C	I	101565	105872	-	4308	1545	1543	1587	1482	1572	1631	1070	1243	1232	1347	1467	1466	1231	1262	1378	1141	1390	1375	806	859	877	1116	1248	1204
YAL034W-A	I	79718	80587	+	870	181	183	226	211	145	167	164	164	219	190	234	255	122	137	152	139	155	149	104	122	139	119	190	190
YAL064W-B	I	12046	12426	+	381	5	14	13	19	10	20	14	19	12	14	21	23	14	11	15	25	25	13	12	24	22	21	12	17
YAL018C	I	118564	119541	-	978	2	2	0	2	2	5	6	1	0	4	0	0	2	0	8	1	2	2	2	1	0	6	4	7
YAL037C-A	I	73426	73518	-	93	0	1	0	0	0	4	0	2	2	4	0	0	1	1	0	0	4	0	6	0	6	0	2	6
YAL056C-A	I	38696	39046	-	351	0	0	0	2	0	0	4	5	2	4	5	3	4	5	5	5	1	11	4	2	2	9	10	5
tL(CAA)A	I;I	181141;181211	181178;181254	+;+	82	3	1	3	1	4	0	3	1	5	3	1	1	7	10	4	4	3	12	6	5	5	3	3	6
YAL048C	I	52801	54789	-	1989	554	630	655	602	576	641	545	646	634	701	795	815	475	489	478	540	603	594	479	505	526	560	688	630
YAL025C	I	100225	101145	-	921	342	420	444	331	363	389	327	313	366	493	506	533	453	519	521	314	335	382	217	279	248	310	339	365
YAR064W	I	220198	220497	+	300	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0
YAL031C	I	84749	87031	-	2283	800	836	937	990	1158	1071	909	1054	1026	1245	1410	1283	675	718	804	934	1158	1124	901	1009	951	1232	1391	1310
YAR075W	I	228844	229317	+	474	0	4	12	1	1	4	2	10	0	0	2	4	47	44	48	26	30	33	41	45	52	30	26	36
YAL063C-A	I	22395	22685	-	291	5	9	15	5	3	11	17	9	9	18	13	22	19	19	13	15	14	20	21	19	22	10	19	25
tP(UGG)A	I;I	139152;139219	139187;139254	+;+	72	3	2	2	0	0	3	0	1	2	0	1	0	1	0	0	0	0	0	0	2	6	3	0	0
tA(UGC)A	I	166267	166339	+	73	2	2	6	3	6	10	5	3	2	3	1	0	2	4	2	5	6	7	10	6	6	5	3	5
YAL023C	I	106272	108551	-	2280	7782	8577	8816	7863	8551	8784	6530	6902	6843	7790	8352	8607	5640	6021	6288	5709	6219	6382	4580	4824	5008	6477	6824	6682
YAL062W	I	31567	32940	+	1374	170	239	198	140	215	227	279	305	345	445	568	525	107	92	114	112	129	86	129	147	122	131	156	135
YAR061W	I	218140	219145	+	1006	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YAL026C	I	95630	99697	-	4068	4171	4440	4734	4368	4611	4733	3902	4253	4239	4634	5059	4919	3383	3747	3753	3901	4291	4157	3551	3814	3867	4271	4604	4627
YAL014C	I	128252	129019	-	768	662	760	699	625	688	753	779	767	818	829	915	948	565	584	624	646	732	723	709	684	723	700	713	839
YAL034C-B	I	79489	79842	-	354	0	1	0	2	1	5	0	0	0	2	0	0	1	2	9	0	0	2	1	2	2	5	3	2
YAR035W	I	190193	192256	+	2064	75	56	64	79	65	87	39	95	85	87	108	128	40	61	49	53	77	89	72	90	69	125	86	88
YAL010C	I	134184	135665	-	1482	550	656	654	663	741	794	663	802	703	839	957	811	523	562	548	635	739	698	621	763	627	799	874	800
YAL042W	I	61316	62563	+	1248	3738	4029	3982	3742	4075	4160	3950	4085	4041	4608	4887	4844	2878	2973	3101	3489	3792	3978	3048	3305	3478	3758	3782	4206
YAL038W	I	71786	73288	+	1503	187014	203299	208135	197812	212278	216350	177858	191315	194289	225610	240552	246468	122695	132188	135688	162593	177084	181044	136906	148087	150695	188986	201542	205107
YAR003W	I	155005	156285	+	1281	326	373	347	393	411	391	456	390	418	442	504	484	338	377	438	341	425	445	382	359	446	409	465	427
YAL045C	I	57488	57796	-	309	2	3	4	4	0	2	0	3	2	8	3	11	4	8	6	5	3	8	0	6	1	7	2	3
YAR007C	I	156754	158619	-	1866	1415	1497	1670	1936	2175	2211	1701	1741	1808	1961	2123	2158	1132	1123	1218	1663	1837	1893	1390	1478	1544	1741	1875	2098
YAL030W	I;I	87286;87501	87387;87752	+;+	354	378	373	422	496	520	518	575	596	622	668	663	675	308	351	390	457	498	540	493	461	479	456	488	557
YAR027W	I	183770	184477	+	708	898	1048	1111	1375	1480	1386	1671	1659	1634	1444	1570	1710	683	789	780	1323	1459	1359	1421	1540	1569	1529	1512	1508
YAL055W	I	42177	42719	+	543	121	120	94	126	113	113	123	172	171	164	211	253	86	112	86	137	139	144	121	119	112	164	137	134
YAL060W	I	35155	36303	+	1149	1652	1615	1637	1843	1897	2064	2278	2321	2342	3290	3368	3354	814	750	850	1392	1692	1639	1616	1730	1727	1865	1887	1952
YAL017W	I	120225	124295	+	4071	1860	2180	2176	3066	3178	3212	2867	3110	3073	3441	3967	3894	1507	1603	1757	2801	2927	3170	2790	2667	2867	3188	3379	3475
YAR018C	I	170396	171703	-	1308	490	549	552	594	620	692	725	686	750	798	752	765	385	422	489	528	487	526	506	505	607	609	604	633
YAL069W	I	335	649	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL063C	I	24000	27968	-	3969	44	41	54	64	84	69	77	72	84	145	133	128	10	20	26	22	27	28	34	9	25	42	21	30
YAL046C	I	57029	57385	-	357	217	286	241	249	267	360	279	309	350	291	299	320	136	143	173	222	244	215	231	253	246	246	247	259
YAR020C	I	176856	177023	-	168	15	25	23	26	27	15	28	13	29	31	22	44	16	14	24	21	15	20	28	28	29	22	32	19
snR18	I	142367	142468	+	102	364	364	344	242	263	237	313	374	343	222	206	209	2380	2756	2612	2287	2382	2444	2388	2678	2660	2523	2695	2803
YAR050W	I	203403	208016	+	4614	108	141	126	97	122	93	90	105	88	118	99	126	249	249	271	223	209	304	183	230	191	229	267	258
YAL016C-B	I	124307	124492	-	186	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
YAR019C	I	172211	175135	-	2925	481	459	495	651	750	687	542	569	576	751	799	747	445	419	485	602	617	673	460	542	487	741	760	760
YAR029W	I	186321	186545	+	225	78	67	73	56	50	88	79	84	86	80	99	89	75	100	77	58	76	72	59	62	58	92	74	67
YAR002W	I	152257	153876	+	1620	2199	2247	2346	1609	1746	1828	1714	1826	1879	2075	2305	2246	1935	2058	2160	1607	1686	1722	1671	1726	1771	2047	2211	2177
YAL039C	I	68716	69525	-	810	463	441	531	482	534	541	512	514	520	711	723	781	307	334	334	396	407	416	277	389	322	434	490	474
YAR030C	I	186512	186853	-	342	14	19	12	19	19	26	16	10	23	21	17	20	25	21	31	32	32	26	31	37	25	23	34	13
YAR047C	I	201467	201787	-	321	10	10	10	17	13	15	17	15	10	8	11	6	6	4	2	2	5	3	3	3	6	7	3	6
YAL022C	I	108877	110430	-	1554	1625	1593	1837	1610	1835	1682	1647	1782	1581	1772	2031	1901	1391	1612	1606	1349	1624	1576	1561	1651	1718	1760	1851	1873
YAL011W	I	132199	134076	+	1878	396	482	441	426	429	498	417	412	408	602	598	572	326	361	420	352	416	430	345	325	343	376	417	455
YAL001C	I;I	147594;151097	151006;151166	-;-	3483	1366	1380	1445	1679	1722	1881	1726	1777	1759	2236	2267	2254	986	1168	1143	1428	1599	1552	1217	1244	1316	1480	1553	1626
YAL056W	I	39259	41901	+	2643	1966	1978	2138	1809	1964	2063	2202	2212	2298	2523	2694	2730	1721	1862	1930	1935	1994	2256	2153	2337	2342	2239	2435	2409
YAL066W	I	10091	10399	+	309	0	0	0	2	1	2	0	0	0	2	0	0	2	1	2	3	0	2	1	4	0	0	0	6
YAL013W	I	129270	130487	+	1218	244	214	220	313	305	253	276	283	244	356	335	342	224	214	228	216	269	257	134	142	162	237	275	264
YAL047W-A	I	54584	54913	+	330	3	4	2	7	4	9	5	6	3	4	7	8	1	11	6	2	4	10	5	9	5	10	13	2
